city,spot_name,strategy_sum,star,intro,rank,lng,lat,comment_sum,visitors
澳门,金沙接驳点,0,width:00%,,,113.5665266,22.194775,0,0%
澳门,康公庙前地,0,width:0%,,,113.5491935,22.2001389,0,0%
澳门,栢蕙活动中心,0,width:0%,,,113.5623836,22.2053731,0,0%
澳门,澳门科技大学文体发展办办公室,0,width:0%,,,113.5809196,22.1558752,0,0%
澳门,Highest point in Taipa,0,width:0%,,,113.5774323,22.1613445,0,0%
澳门,Studio City Skate Park,0,width:0%,,,113.5740664,22.1438034,0,0%
澳门,澳门街头,0,width:0%,,,113.5760375,22.1474777,0,0%
澳门,上葡京艺术文化展馆,0,width:00%,,,113.5841633,22.1472277,0,0%
澳门,Leisure Area in Baía Norte do Fai Chi Kei,0,width:00%,,,113.5530087,22.2125556,0,0%
澳门,Songshan Jogging Trail,0,width:00%,,,113.5605454,22.19989,0,0%
澳门,Labyrinth Garden,0,width:00%,,,113.5817708,22.1272541,0,0%
澳门,Jeya’s Rock,0,width:00%,,,113.5755489,22.1288611,0,0%
澳门,路環藝文空間 Coloane Art Space,0,width:00%,,,113.5629904,22.120641,0,0%
澳门,石排灣市區公園 兒童設施1 Seac Pai Van Urban Park Children's Facilities 1,0,width:00%,,,113.5775409,22.1347927,0,0%
澳门,Wynn Palace Great Lawn,0,width:00%,,,113.5823144,22.1481973,0,0%
澳门,"Fortaleza da Taipa, Junto ao Cais",0,width:00%,,,113.5538904,22.1602375,0,0%
澳门,Boutique Rainha,0,width:00%,,,113.567999,22.1594678,0,0%
澳门,Dog Park,0,width:00%,,,113.5734028,22.1621211,0,0%
澳门,关前荟,0,width:0%,,,113.5516761,22.1990798,0,0%
澳门,七星半月枱,0,width:00%,,,113.5616407,22.1169547,0,0%
澳门,Leprosaria de Coloane,0,width:00%,,,113.6009712,22.1337886,0,0%
澳门,Macao Polytechnic University Library (Taipa Campus),0,width:00%,,,113.5706,22.1668307,0,0%
澳门,FUNPARK,0,width:00%,,,113.5647527,22.1635397,0,0%
澳门,Asa dos Bons Ventos,0,width:00%,,,113.5848784,22.1653624,0,0%
澳门,青洲图书馆,0,width:0%,,,113.5542965,22.2137634,0,0%
澳门,Tin Hau Temple,0,width:00%,,,113.5701112,22.1647715,0,0%
澳门,James Statue,0,width:00%,,,113.5711104,22.157103,0,0%
澳门,童乐坊,0,width:00%,,,113.5659517,22.1518416,0,0%
澳门,Camilo Pessanha Statue,0,width:00%,,,113.5574303,22.1923243,0,0%
澳门,Former lec Long Firecracker Factory,0,width:00%,,,113.570636,22.1575469,0,0%
澳门,UTM Taipa campus library,0,width:00%,,,113.5712859,22.1666409,0,0%
澳门,Macau Sculpture,0,width:00%,,,113.5595156,22.1921176,0,0%
澳门,Rare Animals Zone,0,width:00%,,,113.5702916,22.1291867,0,0%
澳门,Art of the City,0,width:00%,,,113.576742,22.1524592,0,0%
澳门,High Coloane,0,width:00%,,,113.5728916,22.1234822,0,0%
澳门,Vasco da Gama Monument,0,width:00%,,,113.5582498,22.1992374,0,0%
澳门,永利皇宫观光缆车,1,width:92%,乘坐永利皇宫的观光缆车，可以俯瞰永利全貌、观赏表演湖喷泉和繁华的路氹城景色。,澳门景点排名第,113.5810664,22.150793,129,0%
澳门,大三巴牌坊,95,width:92%,澳门标志性建筑，是圣保禄教堂被烧毁后残留的前壁，雕刻精美。,澳门景点排名第,113.5524617,22.2005986,6229,76%
澳门,澳门渔人码头,31,width:94%,游览欧陆风格建筑，吹吹海风，血拼+美食，感受异国休闲风情。,澳门景点排名第,113.5678792,22.1955571,654,32%
澳门,澳门旅游塔,33,width:94%,全球第十高塔，可眺望美景，也可体验刺激的冒险运动。,澳门景点排名第,113.5484188,22.1832913,2517,16%
澳门,澳门伦敦人度假区,0,width:92%,,,113.5775036,22.1494846,3,0%
澳门,澳门巴黎铁塔（澳门巴黎人）,4,width:92%,夜幕降临，缤纷闪亮灯光秀将铁塔彻夜点亮，璀璨星空闪亮耀眼！,澳门景点排名第,113.5735702,22.1464464,285,0%
澳门,澳门市政署,17,width:92%,历史城区的世遗建筑之一，南欧风格异域风情，可漫步画廊和花园。,澳门景点排名第,113.5511156,22.196444,148,8%
澳门,岗顶前地,9,width:82%,知名广场之一，被古典风格老建筑环绕，仿佛置身欧洲。,澳门景点排名第,113.5494224,22.1953794,121,4%
澳门,亚婆井前地,11,width:92%,葡萄牙人在当地的聚居点之一，保留着葡萄牙式建筑风格。,澳门景点排名第,113.546583,22.1916618,147,5%
澳门,龙环葡韵住宅式博物馆,20,width:92%,参观小巧精致的洋房博物馆，感受葡人的生活氛围。,澳门景点排名第,113.5714895,22.1567716,357,20%
澳门,Indoor Public Playground,0,width:00%,,,113.5648078,22.1612586,0,0%
澳门,Jardim Secreto,0,width:00%,,,113.5858979,22.1470524,0,0%
澳门,Hac Sa Conference Centre,0,width:00%,,,113.5802198,22.1246384,0,0%
澳门,Praca Do Lago Sai Van,0,width:00%,,,113.5492928,22.1842726,0,0%
澳门,Jardim do Cais,0,width:00%,,,113.5538467,22.1600763,0,0%
澳门,Monument to the Macanese Diaspora,0,width:00%,,,113.541964,22.186049,0,0%
澳门,Hac Sa King Hung Shing Temple,0,width:00%,,,113.5789952,22.1224846,0,0%
澳门,Public Playground,0,width:00%,,,113.5639515,22.2021648,0,0%
澳门,Mon Art 芒藝,0,width:00%,,,113.5497073,22.2014994,0,0%
澳门,Sam Seng Temple,0,width:00%,,,113.5625497,22.1217747,0,0%
澳门,Rua de Felicidade,0,width:00%,,,113.5492099,22.1976614,0,0%
澳门,Leisure Area of Kun Iam Statue Waterfront,0,width:00%,,,113.5642855,22.1895485,0,0%
澳门,Macau Crazy Hall Slope Alley,0,width:00%,,,113.5561605,22.2003435,0,0%
澳门,東望洋新街 - Guia New Street,0,width:00%,,,113.5574603,22.1974552,0,0%
澳门,1869ᵈᵐ小基地,0,width:00%,,,113.5518817,22.1995147,0,0%
澳门,Biblioteca de Mong Há,0,width:00%,,,113.5636433,22.2092767,0,0%
澳门,Flower park,0,width:00%,,,113.570533,22.1546918,0,0%
澳门,The Cotai Strip,0,width:00%,,,113.5753314,22.149125,0,0%
澳门,"Centro de Convivio ""Hong Nin Chi Ka"" da Associacao de Agricultores de Macau",0,width:00%,,,113.5602233,22.2150122,0,0%
澳门,Po Tsai House Exhibition Hall,0,width:00%,,,113.5561733,22.2005855,0,0%
澳门,Kiang Wu History Museum,0,width:00%,,,113.5542629,22.2027694,0,0%
澳门,"Jardim da Montanha Russa, Montanha Russa Park",0,width:00%,,,113.5642057,22.2072789,0,0%
澳门,Associação dos Escoteiros de Macau,0,width:00%,,,113.5538648,22.1602358,0,0%
澳门,S. Lourenço Library,0,width:00%,,,113.5462998,22.1940882,0,0%
澳门,Museu Vivo Macaense,0,width:00%,,,113.5710095,22.1565461,0,0%
澳门,Library in Ho Yin Garden,0,width:00%,,,113.5606058,22.1954347,0,0%
澳门,RIDE 2 EXIT,0,width:00%,,,113.5535266,22.2070131,0,0%
澳门,Casa de Nostalgia,0,width:00%,,,113.5717403,22.1570139,0,0%
澳门,Plaza Oceano,0,width:00%,,,113.5557701,22.1640383,0,0%
澳门,Iglesia Ni Cristo - Macau District Office,0,width:00%,,,113.5561443,22.208753,0,0%
澳门,Seac Pai Van Library,0,width:00%,,,113.5741072,22.131605,0,0%
澳门,澳门美狮美高梅度假区,0,width:00%,,,113.5798945,22.1484687,0,0%
澳门,澳门荔枝碗船厂片区,0,width:00%,,,113.5637325,22.1240163,0,0%
澳门,路环天后古庙,0,width:00%,,,113.5635488,22.1182248,0,0%
澳门,保利美高梅博物馆,0,width:100%,,,113.559549,22.188595,0,0%
澳门,大堂前地,0,width:00%,,,113.5530141,22.1967099,0,0%
澳门,康真君庙/望厦坊众互助会,0,width:00%,,,113.5614621,22.2073904,0,0%
澳门,Planet J 冒险王国,0,width:00%,,,113.5776794,22.1494246,0,0%
澳门,澳门手信博物馆,0,width:00%,,,113.5431504,22.1902026,0,0%
澳门,Rest Area of Green Poplar,0,width:00%,,,113.5529259,22.2100978,0,0%
澳门,Leisure Area in Rua Quatro do Bairro Iao Hon,0,width:00%,,,113.5613834,22.2138848,0,0%
澳门,Every Nation Macau Church,0,width:00%,,,113.5527911,22.1944469,0,0%
澳门,JW Kids Club,0,width:00%,,,113.5670702,22.1496856,0,0%
澳门,"Lotus Cycling Track, Taipa",0,width:00%,,,113.5637121,22.1469886,0,0%
澳门,Instituto Português do Oriente (IPOR),0,width:00%,,,113.5552048,22.1984359,0,0%
澳门,Leisure Area in Avenida Marginal do Lam Mau,0,width:00%,,,113.5512328,22.2078523,0,0%
澳门,Hác Sá Beach Playground,0,width:00%,,,113.5822738,22.1237636,0,0%
澳门,Parque da Estrada do Dique Oeste,0,width:00%,,,113.5638039,22.1413205,0,0%
澳门,A-Ma Pier,0,width:00%,,,113.5416538,22.1899749,0,0%
澳门,Lotus Flower In Full Bloom,0,width:00%,,,113.5650701,22.1972946,0,0%
澳门,黑沙水库滑草场,0,width:00%,,,113.5823464,22.1271888,0,0%
澳门,Lotus Bridge,0,width:00%,,,113.5626739,22.1407785,0,0%
澳门,Pau Kung Temple,0,width:00%,,,113.553431,22.2019641,0,0%
澳门,Garden of the Surrounding of Monte Fort,0,width:00%,,,113.5536825,22.19996,0,0%
澳门,二龍喉浸信會,0,width:00%,,,113.5613452,22.2037729,0,0%
澳门,Hong Chan Kuan Temple,0,width:00%,,,113.5495893,22.1998792,0,0%
澳门,Cotai Ecological Reserve,0,width:00%,,,113.5647627,22.1434346,0,0%
澳门,Warner Bros. Fun Zone,0,width:00%,,,113.5717242,22.1431145,0,0%
澳门,China Law Building,0,width:00%,,,113.5510511,22.1948812,0,0%
澳门,Barra Fort,0,width:00%,,,113.542231,22.1859916,0,0%
澳门,Coloane Children's Playground,0,width:00%,,,113.5623012,22.118016,0,0%
澳门,佛光山澳门禅净中心,0,width:00%,,,113.5625486,22.2052043,0,0%
澳门,Tin Hau Temple,0,width:00%,,,113.570013,22.2071922,0,0%
澳门,Largo do Bazar,0,width:00%,,,113.5627504,22.1202916,0,0%
澳门,官乐怡基金会,0,width:00%,,,113.5542351,22.195983,0,0%
澳门,Hác Sá Campsite,0,width:00%,,,113.5819966,22.1237324,0,0%
澳门,Seac Min Pun Ancient Path,0,width:00%,,,113.5782514,22.1199701,0,0%
澳门,Lam Mau Children's Playground,0,width:00%,,,113.5513013,22.2074569,0,0%
澳门,銀河藝萃 GalaxyArt,0,width:00%,,,113.5643724,22.1512344,0,0%
澳门,The Plaza Macao,0,width:00%,,,113.5733618,22.1485129,0,0%
澳门,中国人民解放军驻澳门部队军事展览馆,0,width:00%,,,113.5689239,22.1532851,0,0%
澳门,澳门最南点,0,width:100%,,,113.5682518,22.1127185,0,0%
澳门,Batman Dark Flight,0,width:00%,,,113.5720787,22.1427475,0,0%
澳门,大型浮雕及瞭望台,0,width:00%,,,113.5605835,22.1663437,0,0%
澳门,Just For Fun 奇趣大本營,0,width:00%,,,113.56038,22.194941,0,0%
澳门,路氹展场,0,width:00%,,,113.5704123,22.1466414,0,0%
澳门,澳门渔人码头会议展览中心,0,width:100%,,,113.5672579,22.196773,0,0%
澳门,银河国际会议中心,0,width:00%,,,113.5685856,22.1468503,0,0%
澳门,茶博物馆,0,width:00%,,,113.5600859,22.2031102,0,0%
澳门,塔石艺文馆,0,width:60%,,,113.5587343,22.2019564,0,0%
澳门,佑汉街市公园,0,width:00%,,,113.5640534,22.2139538,0,0%
澳门,Rock of Tiger,0,width:00%,,,113.5675227,22.1153986,0,0%
澳门,MGM Grand Lion Statue,0,width:00%,,,113.5604455,22.1888169,0,0%
澳门,Le Jardin,0,width:00%,,,113.5763075,22.1462358,0,0%
澳门,The Pearl,0,width:00%,,,113.5711393,22.2141031,0,0%
澳门,Edf. Industrial Man Kei,0,width:00%,,,113.5591944,22.2094697,0,0%
澳门,Parque de Merendas de Cheoc Van,0,width:00%,,,113.5745077,22.1170898,0,0%
澳门,Alto De Coloane Park,0,width:100%,,,113.5758296,22.1252307,0,0%
澳门,Macau Guia Circuit - Melco Hairpin,0,width:00%,,,113.5659246,22.2069011,0,0%
澳门,Dancing fountains,0,width:00%,,,113.58132,22.1503258,0,0%
澳门,三盏灯圆地,0,width:00%,,,113.5575672,22.205885,0,0%
澳门,Red Market Library,0,width:00%,,,113.5567715,22.2089757,0,0%
澳门,Capela de São Miguel Arcanjo,0,width:00%,,,113.5571003,22.2014918,0,0%
澳门,Macau Pak Kap Chao Baptist Church,0,width:00%,,,113.5596774,22.2077158,0,0%
澳门,Taipa Grande,0,width:00%,,,113.5774323,22.1613445,0,0%
澳门,Grass sliding ground at the Taipa Grande Natural Park,0,width:00%,,,113.5838753,22.161492,0,0%
澳门,Macau Islamic Mosque & Cemetery,0,width:00%,,,113.5661185,22.2057531,0,0%
澳门,UCKG HelpCenter - Centro de Ajuda Universal,0,width:00%,,,113.5529786,22.1946721,0,0%
澳门,Jardim da Rua da Boa Vista,0,width:00%,,,113.54747,22.1904764,0,0%
澳门,Taipa Food Street,0,width:00%,,,113.5688327,22.1559974,0,0%
澳门,九澳高顶家乐径,0,width:00%,,,113.586827,22.1318511,0,0%
澳门,金像步行径,0,width:00%,,,113.5690493,22.1178148,0,0%
澳门,花城公园侧之空地,0,width:00%,,,113.5690909,22.1595508,0,0%
澳门,蒙地卡罗前地,0,width:00%,,,113.565969,22.1959346,0,0%
澳门,运动场圆形地,0,width:100%,,,113.5649618,22.1591458,0,0%
澳门,IACM Dog Park,0,width:00%,,,113.5638111,22.1653976,0,0%
澳门,望厦山健康径,0,width:00%,,,113.559235,22.2109092,0,0%
澳门,黑沙环第四街休憩区,0,width:00%,,,113.561873,22.2124395,0,0%
澳门,Graffiti,0,width:00%,,,113.5444534,22.1928451,0,0%
澳门,Wangxia Shan,0,width:00%,,,113.5593909,22.2107811,0,0%
澳门,Emporio di Gondola,0,width:00%,,,113.5736529,22.1504222,0,0%
澳门,澳门美丽湿地,0,width:00%,,,113.5717685,22.1561345,0,0%
澳门,香山岛,0,width:00%,,,113.5579922,22.2027539,0,0%
澳门,九澳高顶烧烤公园,0,width:00%,,,113.5868289,22.1318413,0,0%
澳门,湖畔公园,0,width:00%,,,113.5741147,22.1618868,0,0%
澳门,IACM Dogs Garden/Park,0,width:00%,,,113.5725183,22.2075037,0,0%
澳门,心形树,0,width:00%,,,113.5689695,22.1892749,0,0%
澳门,MOONEY M20E,0,width:00%,,,113.5685556,22.1289027,0,0%
澳门,澳门动物标本展示馆,0,width:00%,,,113.5640438,22.119893,0,0%
澳门,Ecological Trail Garden of Medicinal and Aromatic plants 香徑藥谷生態園區,0,width:00%,,,113.5695078,22.1277615,0,0%
澳门,冼星海纪念铜像,0,width:00%,,,113.5646639,22.1946655,0,0%
澳门,音乐喷泉,0,width:00%,,,113.5514655,22.1909328,0,0%
澳门,望德圣母湾湿地生态观赏区,0,width:00%,,,113.5736052,22.1536415,0,0%
澳门,Wallace Fountain,0,width:00%,,,113.5554212,22.195673,0,0%
澳门,水塘公园,0,width:00%,,,113.566557,22.202422,0,0%
澳门,Pavilhão Cheok Kun,0,width:00%,,,113.5603852,22.1985454,0,0%
澳门,龙环葡韵湿地生态区,0,width:100%,,,113.5724982,22.1547253,0,0%
澳门,黑沙水库水上乐园,0,width:00%,,,113.5819609,22.1280955,0,0%
澳门,Taipa Hills Memorial,0,width:00%,,,113.5767416,22.1658856,0,0%
澳门,Casa Creativa,0,width:00%,,,113.5714656,22.1568096,0,0%
台北,阳明山国家公园,32,width:96%,春季来此赏花，盛夏寻觅萤火虫的踪迹，夜里可来马槽温泉泡一回硫磺泉。,台北景点排名第,121.5711512,25.1976902,700,17%
台北,小油坑游客服务站,4,width:88%,阳明山公园内的一处火山喷气孔，地质研究的“活化石”。,台北景点排名第,121.5571372,25.1798705,103,3%
台北,台北市立动物园,19,width:98%,看远赴台湾作客的大熊猫团团、圆圆和圆仔一家。,台北景点排名第,121.5912379,25.0017148,454,7%
台北,台湾地区领导人办公大楼,39,width:88%,庄严肃穆的红色大楼，民众可参观历史资料和文物展品等。,台北景点排名第,121.5224096,25.0429465,205,26%
台北,美丽华摩天轮,5,width:94%,,台北景点排名第,121.5679694,25.0863841,100,5%
台北,松山文创园区,22,width:98%,国际瞩目的文创新舞台，各式的文创活动与小店值得细心品味。,台北景点排名第,121.5708352,25.0472669,398,6%
台北,MAJI MAJI 集食行乐,5,width:96%,,台北景点排名第,121.5325469,25.0728365,9,0%
台北,士林官邸正馆,72,width:96%,中西风格的庭院，可欣赏四季交替的花卉。,台北景点排名第,121.5427428,25.0962992,500,29%
台北,台北市立美术馆,5,width:96%,不定期会举办美术画展，馆藏的台湾当代艺术作品值得一看。,台北景点排名第,121.5351888,25.0755482,205,5%
台北,艋舺龙山寺,62,width:94%,台北第一名刹，香火旺盛，签诗极其灵验，隔壁的华西街夜市可一并游玩。,台北景点排名第,121.5103898,25.0401827,495,21%
台北,台湾大学,49,width:94%,,台北景点排名第,121.550017,25.020738,444,16%
台北,北投温泉博物馆,38,width:94%,这是兼顾北投历史和温泉介绍的博物馆，来此参观更好地了解北投温泉的历史。,台北景点排名第,121.5176657,25.1394873,334,16%
台北,当代艺术馆,5,width:96%,完美融合了艺术、古迹和科技，荣获多项称号。,台北景点排名第,121.5293855,25.0538452,84,2%
台北,国民革命忠烈祠,3,width:94%,向抗日中为国捐躯的英灵致敬，参观每小时一次的卫兵交接仪式。,台北景点排名第,121.543285,25.0826807,72,2%
台北,大安森林公园,12,width:98%,台北“都市之肺”，花开时节节色彩缤纷，是民众休闲最佳场所。,台北景点排名第,121.5465878,25.0329694,165,2%
台北,台北天后宫,6,width:88%,,台北景点排名第,121.5168169,25.0456921,75,2%
台北,自由广场,50,width:96%,大型活动广场、艺文表演中心，也是民众假日休闲的最佳去处。,台北景点排名第,121.5278118,25.0397262,326,11%
台北,威秀影城,3,width:80%,,台北景点排名第,121.504409,25.045406,10,3%
台北,迪化街,13,width:96%,知名的南北货市场，商品种类繁多、量大而便宜，体验台北浓郁年味的好去处。,台北景点排名第,121.5205049,25.0580332,147,2%
台北,瑞芳,63,width:90%,瑞芳区是新北市下的一个市辖区，位于新北市的东部，昔日以矿业繁盛一时，近年停采后则由此发展出以矿业文化为中心的观光业。,新北景点排名第,121.804139,25.111661,49,5%
台北,台北国际会议中心,4,width:86%,,台北景点排名第,121.5710943,25.0369412,33,0%
台北,桃花源游乐区,2,width:0%,由“野人谷风景游乐区”、“天云洞风景区”、“大华壶穴区”组合而成。景区园内有翠谷瀑布、观音瀑布、迷魂洞瀑布等，虽然这些瀑布不如十分瀑布壮观，但四周环境幽雅秀丽。,台北景点排名第,121.749543,25.004718,0,0%
台北,二二八和平纪念公园,20,width:90%,漫步公园，以新的角度接触二二八事件，正视历史并祈求和平。,台北景点排名第,121.5246498,25.044043,112,1%
台北,阳明山牛奶湖,1,width:88%,,台北景点排名第,121.5569636,25.1413375,22,0%
台北,北投文物馆,3,width:86%,木制日式建筑结构，保藏有早期民间艺术与文物多达5000多件。,台北景点排名第,121.5248426,25.1411803,22,1%
台北,信义计划特区,1,width:00%,信义计划特区又名“信义商圈 ”，计划特区位于忠孝东路、基隆路、信义路和松仁路之间，周边陆续出现大型商业大楼及建筑物，带动出一片热络繁华的景象。台北世贸中心展览馆是谓台湾经济橱窗，带动拓展国内厂商商务机会，每项展览大多吸引大批参观人…,台北景点排名第,121.562957,25.033725,1,0%
台北,海洋生活馆,1,width:00%,海洋生活馆是国内第一座高楼都会型的海洋博物馆。二楼包括河川生态区、18公尺的海底隧道、回游生态区、珊瑚礁生态区；三楼包括浅海、鲨鱼及触摸池。在海底隧道里，宛如置身在海洋里，可以和40多只鲨鱼隔着玻璃对望，实是很难得的经验。海洋生活馆并…,台北景点排名第,121.523246,25.088778,5,1%
台北,台北市立图书馆 北投分馆,18,width:96%,绿色建筑图书馆，电影《向左走向右走》取景地，全球推荐25家公立图书馆之一。,台北景点排名第,121.5169099,25.1395704,412,5%
台北,擎天岗,2,width:96%,擎天岗又称太阳谷，地势平坦，早期被设置为牧场，作为种茶、放牧用途。现在的擎天岗仍可以看见放牧的牛只，连绵的草原是民众喜爱的踏青去处。,台北景点排名第,121.5699147301,25.1739463966,6,2%
台北,林语堂故居,2,width:90%,林语堂设计的住所，参观故居内部，可了解林语堂先生生前生活。,台北景点排名第,121.5571962,25.1130647,76,0%
台北,白色恐怖政治受难者纪念碑,2,width:60%,,台北景点排名第,121.5598345,25.091075,1,0%
台北,学海书院,1,width:100%,,台北景点排名第,121.5061644,25.0392035,6,0%
台北,台北马槽温泉,1,width:00%,马槽温泉位于金公路旁马槽桥两侧的溪谷中，即阳金公路马槽桥的东面。马槽温泉为阳明山地热区之一，为火山性温泉，水温约76度，水质清澈，呈酸性反应，泉水终年滚烫，源头的水质呈灰色半透明，带有硫磺味，为硫酸物氯化物泉之一，不能饮用，水量大且…,台北景点排名第,121.561127,25.175133,1,0%
台北,台湾台北市华阴街,1,width:94%,,台北景点排名第,121.5278007,25.052785,8,0%
台北,邮政博物馆,1,width:92%,,台北景点排名第,121.5252749,25.0346266,50,0%
台北,台北市孔庙,5,width:90%,台北唯一官方孔庙，每年9月28日有盛大的祭孔大典和八佾舞演出。,台北景点排名第,121.5266186,25.0757673,77,0%
台北,牯岭街,1,width:100%,牯岭街是台湾台北市中正区的一条街，昔日以吸引文人雅士前来淘书寻宝而闻名，素有“旧书摊街”、“旧书店街”及“旧书街”的美称。,台北景点排名第,121.5248931742,25.0333070336,3,1%
台北,指南宫,1,width:90%,台北地区的道教圣地，从指南宫可以看到台北美丽的风景。,台北景点排名第,121.5968904,24.9828623,37,0%
台北,艋舺清水岩祖师庙,2,width:90%,,台北景点排名第,121.5131602,25.043159,30,0%
台北,圆山文化遗址,1,width:0%,,台北景点排名第,121.588587407,25.0049402178,0,0%
台北,台北霞海城隍廟,2,width:86%,大稻埕的信仰中心，庙里月老十分灵验，推荐单身男女前来求姻缘。,台北景点排名第,121.5206113,25.058579,56,0%
台北,鄞山寺,1,width:0%,鄞山寺建于1822年，是台湾保存较为完整的“定光佛寺”，定光佛原本是闽西汀洲客家移民的地方信仰，后跟随着移民传入台湾。,台北景点排名第,121.4388283,25.1696018,0,0%
台北,中山美术公园,1,width:00%,中山美术公园原编属中山二号公园，建于台北市立美术馆旁，前为中山北路，故名中山美术公园。东临民族东路，北有宪兵司令部，目前修建初成，设有户外剧场、水景艺术展示区、精致花园展示区、地景雕塑区、陈靖娟雕像、湖面艺术展示区，及多功能草坪区…,台北景点排名第,121.524557,25.069929,1,0%
台北,北投区慈生宫,2,width:80%,,台北景点排名第,121.5175086,25.1225731,9,0%
台北,剑潭公园,1,width:0%,剑潭公园位于捷运站及中山北路四段旁，为台北市区内一狭长小型公园。圆拱门是剑潭公园的特征，墙上传统农村壁画亦是十分精巧，是出自颜水龙画家的设计，您可以在此歇歇脚，浏览忙碌的人群车辆与来往穿梭的捷运电车，作风驰电掣的际会，体验现代快速…,台北景点排名第,121.529655,25.080936,0,0%
台北,至善园,1,width:94%,,台北景点排名第,121.5601046,25.1047606,89,0%
台北,北投普济寺,1,width:100%,,台北景点排名第,121.5217398,25.1388735,6,0%
台北,Pine Garden,2,width:86%,,台北景点排名第,121.5757751,25.1623259,9,0%
台北,志成公园,0,width:60%,志成公园位于士林中正路旁的志成街上，为陈水扁任台北市长内时所建，并题有“长相思”字。步入园内，到处绿荫欣欣向荣，且巧妙地设置了中国庭园式隔墙，层层相映，极为赏目！园内有小巧水池、环墙小曲流，是台北新兴公园中不错的休憩处！下次经过中…,台北景点排名第,121.531258,25.096743,1,0%
台北,芝山岩隘门,1,width:0%,位于士林芝山里惠济宫西侧，为第三级古迹，建于清道光五年（西元一八五二年），纯用石材建造，清代台湾各类械斗甚烈，隘门之设，为当时漳州人之防御堡垒，坚固壮观，饶有雄伟城池气象。原有东西南北四门，今存有者仅西门，门户巨岩上刻有“洞天福地…,台北景点排名第,121.531557,25.103306,0,0%
台北,仰德一号公园,0,width:0%,仰德一号公园位于至善公园对面，复兴桥下，全园面积不大，但因背山而立，显得环境清幽。园内入口处有“小心毒蛇”警告标示，因此入园时须特别留意。园中有一莲雾树，常结实累累，煞是可爱！从入口处的右侧小径，是复兴桥下，设有多处座椅供乘荫，您…,台北景点排名第,121.537467,25.098537,0,0%
台北,前山公园,1,width:80%,前山公园座落在阳明山仰德大道上，是一个绿荫处处，清凉消暑的好地方。前山公园是附近居民的老朋友，尤其在假日时分，茶桌处处，林间热闹滚滚，您可以选择树下泡茶的滋味，或是悠游于步道间，享受一季清凉。,台北景点排名第,121.547629,25.150669,3,0%
台北,农安公园,2,width:86%,,台北景点排名第,121.5455363,25.0685789,12,0%
台北,盐寮抗日纪念碑,1,width:0%,在风光绮丽的金沙湾海岸附近，耸立着一座抗日纪念碑，它忠实记录了台湾人民反抗外来侵略的可歌可泣的历史。1894年7月，日本帝国主义发动对中国的侵略战争，腐朽的清政府向日本屈膝求和，于1895年4月签订了丧权辱国的《马关条约》，割让台湾和澎湖列…,台北景点排名第,121.927238,25.04254,0,0%
台北,北台湾三角,1,width:0%,"富贵角、鼻头角和三貂角并称为“北台湾三角” 。
富贵角俗称“打宾”，又称“小鸡笼”，是台湾省北岸最西边的一个峡角，其风棱石为最引人注目的海岸地貌，由风烛火山砾石形成，鬼斧神工，乃大自然的杰作。富贵角灯塔为台湾南北两大灯塔之一，附近有…",台北景点排名第,121.916363,25.122144,0,0%
台北,台北市文昌宫,1,width:86%,,台北景点排名第,121.530969,25.0608355,15,0%
台北,新光大楼展望台,2,width:0%,新光摩天大楼，位于台北车站正对面，是台北市最高的建筑物，堪称台北市的地标。摩天大楼楼高地上51层、地下7层，建筑高度244.15公尺，除了百货楼层及办公楼层之外，44、45楼设有福华云采餐厅，46楼则设置展望台，是一幢可供民众观赏地景的超高大楼…,台北景点排名第,121.516838,25.047221,0,0%
台北,树火纪念纸博物馆,1,width:84%,,台北景点排名第,121.5439106,25.0514688,24,0%
台北,胡适公园,2,width:0%,胡适公园座落于南港研究院路两侧。胡适公园设计精巧，后山一座游乐场，是半日游的好去处。附近的中央研究院有一座人类学博物馆，收藏许多台湾土著、汉人宗教和大陆边疆民族的珍贵文物，值得一探,台北景点排名第,121.616822,25.042055,1,0%
台北,台北植物园,2,width:100%,,台北景点排名第,121.519939,25.0347732,55,0%
台北,新舞台,1,width:0%,,台北景点排名第,121.5660486,25.0361041,0,0%
台北,大龙峒保安宫,2,width:90%,台北市区的重要信仰之一，每年的绕境活动非常热闹有趣。,台北景点排名第,121.5259739,25.0760964,53,0%
台北,双溪公园,1,width:0%,双溪公园位于士林区至善路上，园区呈三角形，面积不大，仿中国江南庭园格局设计而成。公园内遍植草木，满眼花团锦簇，古典的回廊、凉亭点缀其中；有两座亭阁屹立于水塘之上，并以九曲桥相连，精雕细琢，景致典雅秀丽，为摄影留念的好地方。,台北景点排名第,121.536209,25.098365,0,0%
台北,逸仙公园,1,width:60%,逸仙公園位於台灣台北車站附近，又名國父史蹟紀念館。該公園為紀念孫逸仙的小巧公園。中華民國選擇此處作為紀念該國國父的公園之一，主要原因是該地為孫逸仙於1913年來台時下榻的旅館。該旅館亦為當年台灣總督佐久間左馬太與孫逸仙會談政情的場所。…,台北景点排名第,121.520105,25.047665,0,0%
台北,内湖 碧山岩,1,width:100%,,台北景点排名第,121.5979864,25.0999238,4,0%
台北,汐山大尖山,1,width:00%,汐山大尖山乃为五分山群的姜子寮山列之一，其山腰向来以寺庙多而著称，其中又以慈航堂最为著名，因当年慈航法师在此讲经说法、化坐；登山的途中还可顺道游览秀峰瀑布，亦是爬山、郊游者们的最好去处。,台北景点排名第,121.668455,25.050545,1,0%
