用户名,评论
马**用户,好久之前就在计划要来云南了，果然不虚此行，导游非常热情，照顾的相当周到，住宿，餐饮也是相当不错，信赖你们，下次出行还找你们
*英,云南的天空湛蓝如洗，让人留恋不已。远处观望玉龙雪山很美，坐索道上去很惊险，体验了全国最陡的索道，蓝月谷水清见底，还看了一个多小时的丽水金沙表演，丽江古城自由活动夜景最爱，还去了古城，导游非常敬业，全程讲云南的风土人情，特别热情，一路上给我们讲解了很多少数民族的习俗，介绍各个景点的知识，分享生活中的趣事。每到一处都详细的介绍注意事项，中途遇到美景如果我们要求都会找到安全的观景平台停下来让我们拍照，客服服务态度也很好。全程的酒店超好，干净、宽敞、舒适，从客服到接送机、酒店安排、导游环环紧密相扣。安排合理，很省心！
0**5,强烈推荐这个行程！全程玩的特别好，完美，很开心，杨师傅车技特别好，一点也不担心安全问题。和团队的小伙伴相处很融洽，总之十分推荐这家旅行社，值得推荐。
飞**69,行程安排得很合理。送了许多小礼物，挺贴心的。王怡导游非常的负责，很专业，对大家也很考虑周到细心。确实值得信赖的一次旅游。另外此次出行，看到了美景，长了见识，认识了来自五湖四海的新朋友。真好！谢谢客服和王导！辛苦啦！
*瓜,非常美好的一次云南旅行！去导游非常直爽、热情，让我感受到了纳西族人民的热情与好客，与他交谈，沟通，了解了纳西族的文化。非常美丽玉龙雪山神圣而壮丽，我们上去的时候是大太阳，看到了雪山的全景，感受了云南的美景，这次的旅行对我而言很棒，绝对不虚此行！
马**用户,云南有很多少数民族，他们各具特色的民族文化也很吸引人。来玩的人也是很多，大家都喜欢云南，最后也感谢全程陪同我们的导游李瑞霖和司机师傅，谢谢他们认真负责的工作态度，尤其是李导，途中还会提醒我们不要买到假货。景色很美，行程满意！
马**用户,云南真的很美，爱上了大理洱海的轻灵，玉龙雪山壮丽，香格里拉的自然美。天气很棒，食物好吃，实在太划算！有机会再来玩！体验了当地的风土人情，当地的美食也很有特色，总之这一次旅行不虚此行，如果下一次还要旅行机会我还会选择这个旅行社。
马**用户,超喜欢丽江，太太太满意了，这次行程很开心很幸福，充满惊喜的一次云南之旅，这个是我做的最正确的选择。第一次出远门旅游就很有福气，导游太称职了，特别是张燕导游，让我从这次旅途中意外地又学习到了很多知识，感谢史姐！临别时握着你的手，几句谢谢是我出自肺腑的，祝你一生平安！
马**用户,司机师傅开车很稳，点赞！酒店都会提供早餐，都还比较可以的，有鸡蛋什么的，可以填饱肚子，总比干干的面包好太多。行程安排还是挺合理的，比较大的景点都去了打卡。喜欢石林和丽江，云南地区整体经济水平感觉不是很高，有种与世隔绝的原生态美～旅行社安排合理，无强制购物，很棒！
马**用户,线路安排合理，团饭很丰富，住宿高大上。导游阿丰在旅途中详细的介绍了云南的风土人情，谈吐幽默，涉及面广，给个大大的赞。路途很短，情谊很长，感谢途中的所有人。
马**用户,以前一般都是自己走，这次尝试了一下跟团游，行程上交通什么的安排都不需要我们自己来操心，挺好的，行程安排的很周密，导游服务做的也很到位，团队餐还可以，跟团的用餐吃的还是比较满意，大理白族的小姑娘很漂亮！行程安排合理，性价比高，我们玩的都挺开心，云南的蓝天白云非常漂亮，让人留恋往返。整体感觉不错，下次的出游还会选择，玉龙雪山、丽江古城、大理洱海的景色各有各的特点，不过都非常的漂亮，香格里拉让人不得不感叹大自然的纯粹。导游的话是正规持证上岗的导游，总之是一次不错的旅行。
马**用户,整体不错，我们游览了大理古城，体验了大理的历史文化，背靠着苍山，来到了玉龙雪山的冰川大索道，观赏雪山的壮观，感受石林风景和当地的民族风情，还有蓝月谷，湖水真的很蓝很清澈，晚上逛了丽江古城。一路听导游小姐姐讲解景点或是有趣的事情，时间过的很快，客服每天都有注意事项提醒和各种温馨提示，很贴心，地道的小吃，美丽的风景，服务也特好，不错的选择，一路很顺利。各个景点很有特色，既有自然风光也有人文历史，干净卫生。旅游行程安排很合理。
马**用户,这么些年也去过很多地方，不过还是觉得此次的云南昆明大理丽江之旅，最满意，最有意义。这里山美，水美，人也美。让人敬仰的玉龙雪山，让人陶醉的美丽石林，还有热情好客的导游陈丽。特别推荐此旅游套餐，性价比高，司机也是很专业的。 这次旅游导游很不错，你想到和想不到的陈导都会替大家考虑到，提醒大家要注意什么，小到一件需穿外套的小事，还给大家推荐好吃的，好玩的，给大家合理消费意见，这点很感动，能遇到这样优秀的导游和这么贴心，真的很幸运，要把自己的亲身感受告诉身边的亲戚朋友，让大家出游也选择云南！
马**用户,整个出游过程很开心，最喜欢玉龙雪山，蓝月谷，大理古城这几个景点，个人认为丽江很适合度假，这次丽江段的导游还不错，性格很爽快，给了我们很多的帮助。大理这个城市很适合信仰佛教的人去玩，给人一种心灵很安定的感觉，很适合那些需要远离城市的喧嚣，放下工作的烦恼，放松心情聆听大自然的声音的人。全程总体来说还是挺舒服挺开心的。自由时间很充分，过得比较惬意，团中的团友也很准时，行程中也没有浪费时间，吃住很不错，尤其就酒店很不错哦。很赞！
马**用户,这次旅游行程安排的非常好，特别感谢客服不管是我们前期的咨询还是在行程中给我们不厌其烦的解决各种问题，非常的敬业。接机人员很热情帮我们拿行李。导游讲解很激情，给我们讲解了当地的风土人情，景点讲得细致。很幽默的一个小伙子。导游考虑得很周到，什么注意事项都提前提醒。不少的小建议都非常有用。开车师傅是个大叔，开车平稳。景区有足够的时间欣赏游玩，时间不赶。大理的风花雪月，环绕古城走走逛逛也是一种不一样的感受。一定要把这么美的景色记录下来。丽江古城那种小桥流水的感觉也特别好，而且在丽江住的也很舒服！
马**用户,比预期的想象要好！交通:下了飞机，有专车接送！住宿:基本上是当地很有特色的酒店，这是我出乎意料的！吃饭:还不错！有好几顿当地的特色餐，另外还吃到了这里的特色小吃哦！导游:运气好，安排的应该是最帅的导游！这不是重点，重点是讲解的也不错！让我重新认识了云南！云南的文化，云南的风土人情！之前来担心治安没有保障，大家完全可以不用担心！当地的云南人质朴善良！环境:蓝天白云星星，很享受，空气也很好！相对来说，还是不错的旅途。
马**用户,这个行程去的景点都不错，都非常的漂亮，特别是玉龙雪山，当我爬上去的时候，有了一种上天的感觉，第一次和蓝天挨的这么近，还有丽江古城、大理古城都真的非常的美丽，大自然的美真的无法形容，大的景区都有去了，该玩的都去了，客服小姐姐超级负责，从下单开始就全程问候，行程中的一些小问题都及时帮我们解决了，行程也比较轻松，导游一路上精彩而有耐心的讲解，丰富了我们的知识，让我对云南有了不同的理解。而且这个团价钱实惠，性价比超高，无强制购物，玩的还不错，点赞。下次有时间的话还想去一下版纳。到时候在找你们。
Fe***ue,6天的行程很快就结束了，云南风景真的风景很美，空气又好，到这里之后就会有种懒懒的不想走的感觉，大理的下关风，上关花，苍山雪，洱海月。真的美！住宿也非常的好。拉市海的小清新，非常适合我。谢谢你们完美的服务，任何问题都能解决！
马**用户,轻轻松松的游玩，各个景点游玩时间充裕，对老年人也特别照顾，司机师傅也非常负责，可以说是收获满满，感谢你们的一路贴心照顾
马**用户,这是一次温馨满意的旅行。尤其是谭师傅：从接机到带领我们按合同游览了全程，服务周到讲解专业行程合理，整个行程使我们增长了许多知识
马**用户,导游不错 中餐吃的非常好 全程很愉快
马**用户,导游热情、专业，从上车开始到结束就云南、昆明及石林人文景观介绍个不停。十分满意，下次一定去云南旅游。
7**6,行程安排合理，导游认真负责，值得推荐
ID1******2924,首先我们非常幸运，云南雨季，上车下雨，下车就晴，主要景点都已经去了，司机罗师傅非常热情，耐心解答问题，行程安排合理，劳逸结合。
XG1******1960,虽然旅程有点辛苦，但是老人回来一致说导游小陈非常棒，照顾的非常好，感谢！如果有朋友去还会推荐，谢谢他带给家人的愉快旅程！
*扬,这是第二次在马蜂窝吉途定旅游了，感觉很好，这一次一家人腾出时间来云南，客服服务超级走心，从在店铺咨询到最后旅游完我们回到家里，处处嘘寒问暖。非常感谢，这一次我们一家人选择的他们家的线路，酒店住宿非常满意，本来预算不够的，赶上店铺做活动，特别是丽江住的客栈非常舒服，感觉生活都慢了下来。司机何师傅非常热情，聊开心了还送他们家产的水果给我们吃，特甜。以后每年都要来一次丽江，感受非常好，这个店铺也做得很好，支持！以后也定他们的产品
马**用户,旅行社可以说是真的很贴心，我因为时间的关系选择了早航班，本来是没有了，又各种调整帮我弄到了早航班，万分感谢你！在昆明浪了浪，感觉真心不错，行程中安排的团餐也不错，还有一些比较淳朴的农家小炒。味道也很棒。对了感谢客服窦楠哦，乖乖的小暖男呢~云南值得一游，整理个时间决定写一写游记，也算是对行程呢的一种回忆。丽江大理玉龙雪山经典经典值得一去，大理古城的小酒吧也特别有味道，可以听一听小曲，小酌几杯，感觉真心很赞，丽江古城的客栈小道可以去逛逛都是一些有梦想的人在哪里经常的，每个地方都能拍到特文艺的照片。
*涯,随便在昆明逛逛就很多照片，风景很美。天气状况也非常好，特别适合出游，每一个地方都是一个风景。旅行社安排的很好，一下飞机就有工作人员接待，可以说是非常的到位了，很棒。客服小胡很棒哦，点个赞。
马**用户,很愉快的一次旅行，远远超过当初的预期，几天的行程下来，每个景点游玩的时间都很够，出来玩，就玩最好的，玩不够，下次才还有念想再来，这就是这条行程的价值所在，全程住的五钻酒店，最好的是昆明那一晚，估计云南就昆明发展得最好了，吃的说实话这个费用下算好的了，都能吃饱，睡了个自然醒后在古城逛了逛，感觉很惬意。这个价格玩下来我都觉得有点不可思议！
Sal*****211,云南的天空非常的适合人们去看看，心旷神怡，赏心悦目。这次来大理，洱海，丽江线路安排很好，也有时间多逛逛，全程没有强制购物，非常好。车站有人接，走的时候有人送。洱海旅拍非常美，洱海太美了，非常值得去。
羊**意,"美丽的云南，让我一直神往的地方，真的很美，预定行程的客服小张非常好，因为我问题比较多，比较担心玩的不好，但是非常专业热情的客服很贴心，讲解非常细致，之前有订过很多次旅行，这次的客服是最贴心、最专业的了，任何问题都是第一时间及时准确回答处理，行程中还经常问候行程玩的怎么样，有没有不适应的地方，总之感受挺好的！
[图片] [图片] [图片] [图片]"
敷衍*****漓尽致,确实很不错，团餐菜品丰富，也干净卫生没啥挑的了，景点都是经典景点，我们对比了很多家才报团的，对行程安排满意。这次报团来说，真的很划算了，玩的也开心，让我一改对旅行社的偏见，还是有放心负责的旅行社的，可以放心的说，这团值得一报，希望继续保持。唯一不足就是天公不作美，很多美景因为下雨没能欣赏，也是为了下次再有借口来了！最喜欢大理了，商业气息还没那么重，景区保护的很好，把民族文化一直传承！客服窦楠也一一为我解答和解决了一些事情~ 给你个赞！
马**用户,这次旅游安排的住宿真是超出我的期望，特别喜欢在昆明安排的温泉酒店，本来就是赶了一天的路，觉得睡得太爽了，让我印象深刻的不仅仅是云南美丽的风景，还有我们在大理游玩时安排的导游，是一个特别秀气的女生，全程超热情，对团里的老人小孩很照顾，一路上讲解真是滔滔不绝，令人惊讶，让我对云南又多了一份了解。
旅**好者,行程安排的还不错，住的酒店都不错，尤其是丽江古城！团餐都是正常水准，晚餐又可以吃到当地特色，感觉吃到了让自己开心的美食～导游很负责，会提醒我们很多要注意的细节。云南的天很美～
w**73,总体来说所有行程安排的都不错，下完订单后就有旅行管家联系我们，服务态度专业知识很到位，导游也很热情。没有强迫消费，强烈推荐丽江古城和洱海的游船，真心值得看一看，上玉龙雪山是到了山顶身体状况不太好的话，建议带点瓶氧气。云南风景不错，这条线路很满意，下次还会再来！
寂**洲冷,总体来说所有行程安排的都不错，下完订单后就有旅行管家联系我们，服务态度专业知识很到位，导游也很热情。没有强迫消费，强烈推荐丽江古城和洱海的游船，真心值得看一看，上玉龙雪山是到了山顶身体状况不太好的话，建议带点瓶氧气。云南风景不错，这条线路很满意，下次还会再来！
w**86,公司同事跟过这个团，果断的推荐给了我，我带着小孩子一起来的，趁着暑假，风光更好，主要是家里太热了，虽然说不能长期在这个地方呆，至少可以出去感受下，小孩子的眼界也会提高不少，这一趟下来，钱花的还是值得的，我们家小孩子都会说昆明话了，也练习了胆子，以前都是不敢跟陌生人说话，这次团上有好几组都是带着小孩子出来过暑假的，孩子也认识了不少朋友
马***44,行程很好！至于传说中的高原反应，虽是从海拔不高的地区过来，但昆明的海拔还不足以影响我们，在玉龙雪山体味到一点，不过觉得一般体质的人应该都能适应。云南美丽的地方还有好多，还想再去啊。这里特别赞一下云南的景区管理。最后友情提醒：云南的天很蓝，带好雨具和薄外套，帽子、墨镜（想靠打伞防晒的亲们，因为景点人比较多，打伞不太方便也可能会不小心碰到别人）一定要做好防晒防晒防晒！补水补水补水！嗯，推荐：披肩，防晒、保暖、臭美的作用妥妥滴！
零**吾,丽江是我坐梦都想去的地方，一路逛了大理、游了洱海、上了玉龙雪山、看了丽水金沙、感受了酒吧街氛围、目睹了月亮谷的清澈见底，还遇上一帮可亲可敬的团友。线路安排不紧不慢，刚刚好。
马**用户,云南还是很值得来的。刚到昆明的时候道路两旁则种满了各种花草树木，很是清新的感觉。玩的最开心的还是在玉龙雪山。因为生在南方，基本看不到雪。更别说玩儿雪了。兴奋的我们不顾高原反应，跑来跑去。就是呼吸不太顺畅。劝大家还是听导游的。不要乱跑。很有意思，洱海蓝月谷景色非常棒，导游的讲解很到位，服务很周到！看来现在的云南旅游已经非常规范了！值得推荐。
马**用户,丽江古城听着水流声看着来来往往的人群，看着蓝天白云心情莫名的就好了，这次的旅行真的不错，行程很值得。玩的很高兴，也认识了一些各地的朋友，导游很好让我对云南导游又有了全新的认识，很多次都被云南的少数民族风土民情感动着，我希望你们也可以带着好心情旅游，不虚此行！
马**用户,这是一次很满意的旅游！七彩云南名不虚传，风景很好，山清水秀，风光宜人。天蓝水清的，空气非常好，天气就像说的那样阳光甚好微风不燥！整个行程最满意的景点就是丽江古城。大家有机会是一定要来云南玩一次的，很美！工作生活中的烦恼在大自然的鬼斧神工面前消失的干干净净，自己觉得太渺小了。首先说一下住行都非常的周到，环境很不错。其次说一下吃，个人觉得挺不错的，都是当地的特色菜。第三说一下张导游，我是非常喜欢这个导游的对我们很尽心尽责，尤其是导游的介绍和讲解非常的棒！无强制购物，很满意了！
马**用户,在云南玩了好几天，感觉风景很好很美，但是车程还是有点累的，幸好有个好导游啊！在车上给我们讲解云南每个少数民族的风俗习惯和当地特色，没有像其他导游像说书一样的背的，很幽默风趣的讲解给我们听，还是比较好玩的。丽江看的是景逛的是街，大理更多的是感受了人文气息，了解了很多当地文化。关于提供的团队餐，很丰富鸡鸭鱼肉都有，还有很多的特色小吃，非常的好吃。雪山和蓝月谷值得推荐！感谢全程陪同我们的导游和司机师傅，谢谢他们认真负责的工作态度。全程没有购物，满意！
Pr****220,一直一直的向往，听说的美好的传说，神奇的雪山，如今终于得以亲临，风景很漂亮，在云南很好玩，还拍了很多美美的照片，吃的住的也是很好，有特色，导游风趣幽默，解说很带劲，体验很好的一次云南之旅
w***hb,这次一个人的云南之旅真的很开心，全程没有任何强制购物，全程不走回头路，吃了很多当地的特色小吃，住的酒店也是当地很有特色的客栈，挺干净的，环境很好。尤其得说说我们昆明的导游宁玲大美女，人真的很好，也很热情，一路尽心尽力的为我们讲解当地的民俗文化，印象最深的就是在去往景点的路上，玲儿导游怕我们无聊给我们讲的那些小故事，从滇缅公路到诸时健，从胖金妹和胖金哥的故事到茶马古道的源远流长，从玉龙雪山到石林，全面为我们展示了七彩云南，真的很感动！一次愉快的旅程！
马**用户,旅程挺不错的，下飞机就有人来接机，行程都是满满的，去的景点也多。气候适宜，各位去的时候，记得多带护肤品，特别是北方人，回来已经晒掉一层皮，阳光特好。雪山很美，洱海、丽江、大理、昆明都非常值得一去，住宿条件也挺满意。彩色云南不虚此行！
马**用户,第一次来云南，感觉很好，这里蓝天白云绿树环绕。玉龙雪山确实很美，也是此行最重要的景点，一直都是魂牵梦萦的圣地！可能更应该冬天来，可以看到很多雪，也没有强制购物，全程五钻酒店，还有一晚海景，性价比太高了，非常好。
马**用户,带着老婆来了一次说走就走的旅行 重点说丽江丽江的节奏很慢我们漫步青石板路看着古色古香的建筑，这里的古城是和蓝天融为一体的，就这样逛吃逛吃，到晚上丽江的晚上很热闹酒吧一条街，很多故事都是从这里开始的，行程中没有任何购物是亮点，住的也讲究，整体来说是很好的选择。
闯*东,整体还是都非常满意的，旅行社工作人员服务都非常的贴心，服务都非常好，特别感谢旅行社客服的每天贴心的温馨提示，以及导游的专业讲解以及每天的照顾，整个行程都安排的很好。接机准时，酒店很好，服务也特别好，工作作人员服务也特别满意。
赵*晨,带上心爱的她，游遍云南，体会云南的魅力，美好而又无法复制，就像她一样永恒美丽！此次云南之行，真的是难以忘怀，云南的美，要到了云南才能切身体会！云南，值得每一个人去看看！不错！赞赞赞
马**用户,不得不说的是我们的导游在行程中给我门做了很悉心的安排，性格直爽热情，也很淳朴，也非常专业细心，为我们做了很专业的介绍，行程安排的井井有条，让我们这个团玩的非常的愉快，非常的high，给导游点个赞。这个团吃和住条件在团餐里面算好的了。很划算~
马**用户,云南之行圆满结束，旅途很开心，很满意。客服阿妹我一定要给个大大的赞！脾气很好，也很耐心，让我们旅途很安心。旅行社安排人送机也很及时。住宿很好，干净卫生，每晚的酒店都比较豪华，以后还会选择你们家的，印象深刻！
马**用户,第一次旅游，有导游的细心讲导各个旅游景点和风俗情况，真的特别好，非常满意，行程安排也很好，住宿情况也很好，还有导游的幽默风趣，让我们一路上都不觉得无聊，在这一次的旅行当中真的很开心，如果有机会有时间继续再来一次
马**用户,旅行社安排很细致、周全，我们带着宝宝出行，行李很多，非常感谢同行的朋友们对我们的关照和包容，尤其要感谢导游真诚，车上给大家留有休息时间
马**用户,云南属于高原气候，玉龙雪上确实很美，还有蓝月谷，犹如仙境，总体来说是一次不错的旅程，先说下最满意的就是本次旅游的目的地了不论是自然景观还是人文景观，都是本人所爱。
马**用户,一次非常满意的出行，旅行社行程安排合理，该去的景点都去了，导游比较负责，对景点对出行注意事项等非常详细，负责，接送机和旅游大巴的师傅也很守时，总体来说满意的出行
马**用户,游玩的体验真的很棒，整体性价比挺好的，值这个价，没有强制购物，旅途安排时间都很充分，沿途风景都很美，无论是洱海大游船、玉龙雪山、大理古城、都让人流连忘返，在大城市呆久了，第一次伴着蓝天白云，吹吹海风真的很舒服。
马**用户,行程中的一切也都很满意，没有强制购物，不管是吃的，还是住的，都还不错，以这个价格来说性价比还是挺高的。云南确实是一个值得一去的地方，不管去到哪里，天总是蓝的，空气也好，感觉云南适合长期居住，下次要是有机会我还会再来的。
马**用户,放开心玩，尽情的畅享风景，导游必须点赞，总之，一场旅游下来，我很开心……虽然游玩的时间不是很多，但是游玩后心情很棒，回到昆明，旅行社的安排得很热情，我只想说，这家旅行社真的以客户至上，用心服务。下次旅游，还来这家旅行社跟团。
马**用户,导游一路上带领我们领略云南的秀美风光，古镇的悠闲，玉龙雪山的神奇壮美，大理的风花雪月，苍山洱海的宁静闲适，他们知识渊博、博闻强记，详细的介绍了云南省的发展史抗战史、少数民族的习俗风情、宗教信仰文化以及自身充满激励自勉的人生经历。
马**用户,不错，玩的很开心，没有强制购物，不过让我印象深的还是丽江，丽江的古镇任何时候都很热闹，每条街都有大大小小的酒吧各种风格的弹唱都很吸引人的眼球，这种慢生活的节奏令我忘记了烦恼只是简单的享受着这一切。散团后，晚上还可以 找家特色酒吧，小酌一杯。真希望我时间多一点，这样我就可以在丽江多玩几天。
马**用户,总算领略了丽江的雪山、蓝月谷，看了大型表演，看着看着不经意会流泪。丽江的古城。大理的古城。每一处都有它不同的特色。行程中住的酒店很高大上，吃的餐也是很好。 总体感觉还是很好的，团里队友，很合得来，上雪山的时候，大家很团结，一起玩的六天里真的很开心呢，这个价格很值。
工*卡,"这次旅行真的很难忘，很开心，对丽江向往已久，因为好多电视里面都有讲到丽江。丽江古城真是小桥流水，处处是景，还有很多美女鼓手，真是悦目又悦耳,玉龙雪山很壮观，很震撼，还有很多云南特色小吃，客服阿鹏很贴心，出发前就给了不少有用的温馨提示，比如自备外套、准备防晒霜，行程当中有什么问题也积极。"
马**用户,非常棒的团，安排的很好。特别是酒店非常的可以，舒适又卫生，导游一路上也辛苦，讲解不断，很负责，风景漂亮的没话说，真的很值得一去。
马**用户,"七彩云南名不虚传， 犹豫好久去哪里玩，最终选择了云南，此前云南旅游的口碑不是很好，但此行彻底改变了我的看法，导游很专业，雪山、丽江古城很美,石林一步一景，总之对此次出游非常满意，感谢。"
马**用户,云南的诗情画意在雪山和湖泊 是苍山洱海的风花雪月 是丽江的白云蓝天， 旅行社客服很到位，有问题问半夜都及时反馈，行程内酒店环境都相当棒。 玉龙雪山登顶，有一览众山小的感觉，很棒的一次行程，奈斯。
马**用户,"行程玩的很顺利，旅行社链接比较好,每到一个地方都提前有联系,客服管家作用很大,安排的很好,一趟玩下来这个线路的风景确实不错，还有对比游玩的景点、机票、吃住等价格比较合理，司机导游服务态度都很好.住的酒店也不错。"
马**用户,美丽的云南，让我们领略大自然的神奇，感谢精心安排的线路，在这里要感谢他们尽心的服务，也感谢欧师傅得精心服务，这是一次满意的旅行，我们非常满意，在旅行中我们认识了很多朋友，全程愉快，没有强制购物。
马**用户,出行前考虑很久游玩地，最后选择了云南，因为看到雪山的图片觉得太美了，所以就报了这个团，每一天的行程都和网页安排一样的，晚上还可以自己去大理古城，丽江古城游玩，丽江古城真的很大，各式各样的小饰品非常喜欢，很有民族风格，耳环以及披肩真的很美，买了非常多给朋友。
轻描****流年-,行程和详情描述的一样，中途也没有额外费用，景色美丽，拍照也好看。
走*走,我们是第一次出门旅游，本来有很多担心，不过很庆幸自己选择了这次性价比比较高的旅游团，客服小美当时告诉我们这个团已经是配置最好的了，我们当时也在怀疑是不是真的，吃和住确实很豪华，在这里，远离了大都市的烦恼，这里离天很近离地也近，随便一拍，天空的白云都很美，感觉触手可摸，喜欢这里的人文气息，爱上这里，值得推荐
马**用户,司机和导游真的超级好，特别热心，很专业，一路上欢声笑语，很开心，感谢马蜂窝云南万合旅行社的推荐。再说一下此次出行的感受，无论我们到哪里都有充足的时间自由活动，这是我最喜欢的了，有自己私自游玩的快乐。风景区给人一种特别放松的感觉，假期就需要去这样的地方，远离城市喧嚣，远离一切烦恼。很满意此次出游，以上便是我出行给我最直观的感受。
马**用户,第一次参加万合旅行社的团，刚开始定有些担心，感觉不可靠，来了之后我的担心是多余的，但是旅行社做的很好。还是靠谱的，整体还可以，导游对云南的历史文化非常精通，给我们讲了很多，整体玩的很开心，导游还告诉大家在某些地方不要买什么东西，算是个良心导游，本人已经第二次去云南了，每次去都是不一样的风景，这里的蓝天白云实在让人流连忘返。
马**用户,很喜欢云南，最近都是20度左右，太舒服啦，回到家一下飞机觉得我进了蒸笼了，太热了。如果你带孩子，如果你想避暑，如果你想出去逛逛，可以选这个行程，性价比高，确定地方经典，酒店不错，客服热情，真诚，旅行社非常靠谱，点个赞。
马**用户,整个行程不赶，比较自由，自己的时间还是很多的，带我们的是当地一个漂亮的导游。第一天中餐也是棒棒哒，以前印象里面中团餐都是很难吃的，这次的团餐很棒，分量多合口味。大理特色的餐都有品尝到，味道真的很好吃。在大理很放飞自我，吹吹大理风，烦恼往后抛，很满意这次行程，自己玩的很轻松。这次行程满是轻松愉悦。
马**用户,云南很美的地方。随手一拍就是风景。行程没有那么紧张，还是比较自在的，自由的时间也很多。虽然坐车久一些，不过云南地方很大，景点之间距离远，这是避免不了的情况。不过车上有熊导的详细解说，有风土人情，传奇轶事等等，路途也不觉得难熬。熊导幽默热情负责，任何问题都可以帮你解决，不愧是金牌导游
马**用户,云南是值得一去的地方，云南的景色真的值得一看，但凡是看到的水都是很清澈的，这次报的这个团还是很值得的，住的酒店都很好，很有档次，酒店早餐也很不错，整个行程下来司机师傅还有导游服务都很好，没有强制购物，也没有给脸色。
马**用户,这次报的团选择是正确的。几天玩下来，很开心，团友都很好相处。比较舒心的行程。旅行社都安排的比较好的。导游服务好，知识渊博，给我们留下很好的印象。吃的住的很好，都是很好的。云南风景漂亮，是个放松心情的好去处。另外让我感到满意的是客服的服务，耐心且专业，赞
马**用户,我们实在是太喜欢古城了，特别游大理古城走的特别慢，大索道限票没能上山也有点遗憾……不过我们去的那个冰川大索道感觉也特别好，外加上殉情的典故，感觉挺神秘，那个蓝月谷和九寨沟的感觉有一拼的，适合拍照。总体来说这次很开心。
马**用户,这次去的旅游景点比较多，也很美丽，导游很风趣，如果没有他，这一路坐车会很枯燥，行程玩下来，玩的很开心，我觉得还是很实惠的，性价比很高，游玩时间也很充足，建议一定要去看，住宿的酒店环境不错，客服也很专业有耐心，有什么问题都仔细交代，热情周到。
马**用户,这段时间的云南很凉爽，一点也不热，早晚要加外套，天气很不错，空气中没有任何尘埃污染。丽江大理是云南比较热门的旅游目的地，这次也是选择了这两个地方，报了一个跟团游，感觉还是很不错的，团里的人很好，大家在一起很开心，一点也没有陌生的感觉，行程中大家也是相互帮助的。这次去了最期待的丽江古城，听说这里有独特的味道，来到这里确实很开心，一点都没让我失望。古城内木楼青瓦，石街小巷，小桥流水，古城里面的景点也很多，四方街、大水车、狮子山、万古楼、木府，感觉丽江的魅力也不在于这些景点，漫无目的的逛一逛更有意思呢，无论是白天或者夜晚，下雨或者天晴，古城都散发着它独特的韵味。
马**用户,很不错，确实算得上是一个品质团。酒店住宿，餐饮风景都很好。导游也不错，昆明跟我们一起下去的导游是个软妹子，说话柔柔的，丽江段的导游是典型的纳西汉子，很豪爽。最不能让人忘记的是云南的天空，永远是蓝蓝的；洱海的水，很清很清，洱海边上还系着渔船；玉龙雪山的冰川，据说冬春季雪山是最美的。
马**用户,住的标准非常的高，都是很高标准的酒店，景点也还不错。去丽江玩的是最开心的，去了玉龙雪山，还去了蓝月谷，蓝月谷真是大自然的奇迹，跟在仙境一样，中午又去了丽江古城，也很好玩，导游哥很牛叉，全程笑眯眯的，能说会道，知识面广，从云南的历史文化说道风土人情，果然，导游的嘴是很厉害的，比我们语文老师还能讲，而且讲的也很幽默风趣，很有吸引力，听着不会感到无聊，让我们对云南有更多的了解。
马**用户,吃的都是一些特色餐不能说是多美味，但很特别，住的很舒适好眠，这点很满意。丽江古城来的人太多，早起一点或夜里晚一点，走在古城的石板路上，才能真正感受到古城的宁静和美好。丽江古城的美食街有很多当地特色美食。跟团游的性价比就是好！
马**用户,早早就想去云南旅游，但是苦于一直没有空下时间来。这次终于抽出时间，和老公一起出行。空气清新，环境优美。赶上天气好好。幸福的不行不行的。感恩一路上的好天气，当地人也很好，热情好客。去的时候人都不多，走的时候都人满为患。玩儿的特别愉快，最后来说说餐饮住宿方面，吃住都很好。
马**用户,导游真的很好！无可挑剔。一是在旅游的时候，会自己掏腰包买特产给我们偿，二是旅游结束的时候，还送我们特色的手链作为小礼物，三是每天结束后都会短信提醒我们第二天集合时间，四是人真的很和善，很有耐心，不会跟游客急，真的是良心导游。地方的午餐也很棒，酒店我喜欢。
马**用户,感觉自己出去玩了一趟长了好多见识，学到了很多东西，住宿也很好，一天比一天住的好，环境超好的。行程满满，特别充实，各个环节安排的特别清晰有序，特别喜欢，这几天过的很舒心，云南很美，人也都特别好，不枉此行。报的这个团价格实惠，转的地方也特别多，我们很满意，大大的好评哦！
马**用户,印象比较深的就是蓝月谷和洱海了，还有古城。蓝月谷不得不说真的很漂亮，有一种看了就不想离开的感觉，大理的洱海也是非常漂亮的，相比丽江来说我更喜欢大理的感觉，大理紫外线没那么强，可能也是因为有洱海的缘故，大理天气更加柔和，也更舒服一些。丽江个人感觉美得比较原始，比较纯粹，而且景区保护的非常好。在丽江古城走一圈，感觉特别放松，而且古城里面感觉好大哦！一天是逛不完的，以后有时间，还会来走一走。
马**用户,讲真，这是一次难忘的云南旅行，云南的景色如痴如醉，美轮美奂；少数民族民风淳朴，热情好客；导游讲解认真负责，真诚相待，知识渊博，处处为我们着想，二天相处已与大家打成一团，每组家庭间也已成为好友，感觉非常幸运此次旅行遇到大家，同时也学到了许多东西，感受到了许多东西…
