scenicSpot,date,star,comment
香港海洋公园,2019-02-1617:51:31,5,急出票有需要的么两个人套票300临时去不了了又不给退
香港海洋公园,2019-02-1413:24:52,4,一般吧，感觉这几年在走下坡路，不过里面活动还是挺多，总体还是值得一去
星光大道,2018-03-2020:48:13,5,"香港星光大道（英语：AvenueofStars）是位于香港九龙尖沙咀东部的尖沙咀海滨花园，沿新世界中心对出的维多利亚港。2003年，由新世界发展有限公司斥资4000万港元赞助兴建，旅游事务署、香港旅发局、康文署及香港电影金像奖协会建造，在2004年4月27日开幕，并移交予香港特别行政区政府，供市民休憩及游客观光。星光大道为表扬香港电影界的杰出人士的特色景点，仿效好莱坞星光大道，杰出电影工作者的芳名与手掌印镶嵌在特制的纪念牌匾，以年代依次排列在星光大道上，目前星光大道可容纳100名电影工作者的纪念牌匾。此外，星光大道也有多尊以电影拍摄情况及香港知名艺人为题材的塑像，供游人拍照留念，是热门的旅游景点。作为表扬香港电影界的杰出人士，地面装嵌的73名电影名人的牌匾，30多块名人手印，成为香港旅游一个热点。从香港德高望重的老牌电影人狄龙、楚原、谢贤，到当代国际港片大师吴宇森、徐克、洪金宝、成龙、周润发等，都在这里留下了他们的手印。2005年11月27日，武打巨星李小龙的铜像也在香港星光大道揭幕。铜像高2米,按照电影《龙争虎斗》的造型而制成，以纪念李小龙65岁冥寿。"
星光大道,2019-03-2411:00:24,5,香港星光大道是位于香港九龙尖沙咀东部的尖沙咀海滨花园，沿新世界中心对出的维多利亚港。此为表扬香港电影界的杰出人士的特色景点，仿效好莱坞星光大道，杰出电影工作者的芳名与手掌印镶嵌在特制的纪念牌匾，以年代依次排列在星光大道上。
星光大道,2019-01-2116:36:40,5,是表彰香港电影界杰出人士的一处景点，效仿好莱坞的星光大道，将杰出电影工作者的姓名与手掌印镶嵌在特制的纪念牌匾，以年代依次排列在星光大道上。曾经这里是我到达香港第一次打卡的地方，但这次来有点蒙，咦，长得不一样了？明星掌印现在更方便拍照，没有放在地面上，而是放在支架上，高低错落背景迷人，这里吸引了来自各地的游客，大家都在寻找自己喜欢的明星~从这里沿路而行，不远处就是香港太空馆和香港文化中心。
星光大道,2019-01-0420:47:55,3,到香港的第一天，坐大巴来星光大道，这里名气很大，来过之后发现也就不过如此，一条人行道上，充满明星的手印，来这里玩的人可以找一下自己的偶像和明星的名字。其他的也可以看一下海对面的风景，由于游览的时间不够长，而且是上午，人流量也不是很多一直走到李小龙像这里，其他的也没什么好看的。路边到处是基督教的教友在发资料。
星光大道,2018-12-1410:14:35,5,"第一站要去的就是星光大道！没错，明星聚集的地方！好吧，其实是明星手掌印聚集的地方......站在海滨线可以看到对面的香港岛湾仔区，特别是维多利亚港那一片，繁华如斯，晚上的夜景也会更为美丽！虽然还在修缮，但到处都贴满了星光大道的元素，李小龙，钟楼，梅姑。都是香港的杰出代表。巡路继续向上来到星光花园2楼，老远就看见了一排架子，上面印满了各大香港明星的手印。大力从小喜爱张学友，看到的张学友的手印迫不及待就上去比划一番。用他的话说就是他和张学友这一刻十指连心心心相印了,,,,,,,附近还有各种拍摄电影的情景雕塑，很应星光大道这个地名的景色。星光大道还放置了多尊雕像，既几年了香港影史上的两位著名人物，也打造了一片独特风景。雕塑和手印集的另一边是一面合影打卡墙，有设置休息座椅，逛累了可以小憩一下。"
星光大道,2023-12-2811:53:56,5,漫步在星光大道上，仔细观看众多名人手印，在遇到喜欢的名人时还可通过触摸其掌印进行另类的亲密接触，这也是是游客们拍照的必备姿势。此外，在这儿，还可以欣赏到香港著名的维多利亚港景色和香港岛沿岸特色建筑，这里还是香港崭新的多媒体灯光音乐汇演幻彩咏香江理想观赏点。
星光大道,2023-08-2815:00:44,5,期待在星光大道看到落日，可惜云层太厚终不能如愿。我们的香港之行从这里开始，也在这里画上句号。
星光大道,2022-08-1816:31:19,5,星光大道为表扬香港电影界的杰出人士的特色景点，仿效好莱坞星光大道，杰出电影工作者的芳名与手掌印镶嵌在特制的纪念牌匾，以年代依次排列在星光大道上，星光大道可容纳100名电影工作者的纪念牌匾。
星光大道,2019-08-2922:50:48,4,香港的重要地标之一，不是很长，西起香港艺术馆，以香港电影金像奖的那座塑像为标志，东至一家星巴克，以梅艳芳和李小龙的两座塑像为标志。以前把那些明星手印和名牌都嵌在地面上的，过去一年多做了一些改造，把手印和名牌挪到海边的护栏扶手上了。我个人感觉好像拍照效果不太好。因为以前在地面上，人蹲下拍，正好可以把人全身、地面上的手印名牌全拍到一起。现在在护栏上，人就必须站直了，这时拍照就很难把人的全身、手印名牌都兼顾了。要把人拍正，那基本拍不到名牌；要把名牌拍正，那又得从上往下俯拍，人又很难摆姿势。进入星光大道的明星里面，还是有不少老人物，从上世纪中叶开始活跃在香港影坛的那一波。年轻的人真是不多了，感觉看过的最年轻的就是谢霆锋了。还有一个比较有特色的，就是把著名的漫画角色麦兜，也加了进来，给它留下了两个可爱的小猪蹄。
星光大道,2019-08-1707:16:40,5,起个早，出来找寻一家正宗的港式餐厅，吃完早茶，慢慢步行到星光大道，也不是失为一种休闲方式。星光大道地理位置很好，地铁站出来不算太远，沿着海湾，根据好莱坞的样式所造。在这里，一定会找到你喜欢的香港影界明星。和他们的手印合个影，心存一份敬意。还有李小龙和麦兜的铜像，模仿动作，来个照。走累了，休息会，看看对面的海景，也是很有感觉的。不远处就是海港城，还有太空馆，这是可以在一起游玩掉的。
星光大道,2019-07-1616:59:57,5,仿照好莱坞星光大道涉及，连接红磡和尖沙咀，从香港艺术馆旁伸延至新世界中心，在这里能看到很多明星的手印和雕像，从港铁尖东站J出口出来步行约3分钟就能找到，游览这里是免费的。也希望长春这座电影城也能修建一条永久的星光大道。
星光大道,2019-07-0516:53:32,4,在弥敦道尽头维多利亚港左转到星巴克咖啡一段路上，有一座高台，台下一般是大陆游客大巴车集散点。高台上有遮阳棚，台下有梅艳芳的雕像，星巴克旁有李小龙的雕像，到维多利亚港一路上的护栏上都是香港名人(包括几名大陆名人)的手模、签名和简介。还算值得一去，高台上景色值得一看。
星光大道,2019-06-1412:47:33,4,位于香港九龙尖沙咀东部的尖沙咀海滨花园，沿新世界中心对出的维多利亚港。2003年，由新世界发展有限公司斥资4000万港元赞助兴建，旅游事务署、香港旅发局、康文署及香港电影金像奖协会建造，在2004年4月27日开幕，并移交予香港特别行政区政府，供市民休憩及游客观光。星光大道为表扬香港电影界的杰出人士的特色景点，仿效好莱坞星光大道，杰出电影工作者的芳名与手掌印镶嵌在特制的纪念牌匾，以年代依次排列在星光大道上，星光大道可容纳100名电影工作者的纪念牌匾。此外，星光大道也有多尊以电影拍摄情况及香港知名艺人为题材的塑像，供游人拍照留念，是热门的旅游景点。
星光大道,2019-06-0417:11:46,5,2004年第一次去香港，对于看过港片的人来讲，星光大道上明星的名字是那么熟悉，两个手按在上面的造型完全符合了一个傻妞进城的形象。
星光大道,2019-06-0400:59:07,4,香港星光大道（英语：AvenueofStars）是位于香港九龙尖沙咀东部的尖沙咀海滨花园。星光大道为表扬香港电影界的杰出人士的特色景点，仿效好莱坞星光大道，杰出电影工作者的芳名与手掌印镶嵌在特制的纪念牌匾，以年代依次排列在星光大道上，星光大道可容纳100名电影工作者的纪念牌匾。此外，星光大道也有多尊以电影拍摄情况及香港知名艺人为题材的塑像，供游人拍照留念，是热门的旅游景点。找到李小龙的纪念牌。
星光大道,2023-10-0911:00:46,4,走一走星光大道，吹一吹维港的风
星光大道,2023-08-1300:23:41,4,另一个网红打卡地，游客比较多，都抢着跟麦兜的铜像合影
星光大道,2019-07-2014:58:13,4,大概中午下午的时候去的，很晒就是了，不过风景还是不错的，手印是特色吧
星光大道,2019-07-1015:46:21,5,去的时候人不多，还是挺不错的。
星光大道,2019-07-0911:42:59,4,这边没有门票，而且比较好找，有很多的名人手印
星光大道,2019-07-0409:38:56,5,沿着海岸边上的一段道路，有很多明星在此留下足迹
星光大道,2019-06-1814:11:57,4,就是冲着李小龙等人的雕像和手掌去的，就是去的时候天忒热了、
星光大道,2019-06-1619:53:31,3,真的想不出有啥好看的，香港星光大道可说坑爹大道。
星光大道,2019-06-1403:45:52,2,我是不感兴趣…………………………
星光大道,2019-06-0900:25:18,4,影视明星不是很关心，不过是看对面港岛楼群和天际线的好地方。
星光大道,2019-05-2809:34:16,3,我是晚上去的，从尖沙咀直接走过去就好了夜景看维多利亚港，看游轮，就是一条路，名字很霸气，感受一般
星光大道,2019-05-2716:58:50,3,听说是最无聊的香港景观之一？？
星光大道,2019-05-2423:34:04,5,去的时候星光大道在维修，没有踏上这条大道还是有些遗憾
星光大道,2019-05-2015:16:58,5,星光大道彷照美国好莱坞星光大道设计，连接红磡和尖沙咀，从香港艺术馆旁伸延至新世界中心，香港德高望重的老牌电影人和当代国际港片大师都在这里留下了他们的手印和签名。
星光大道,2019-05-0923:16:35,5,香港的各大明星都有在这留手印，打卡必选
星光大道,2019-05-0818:12:22,3,就是很多与电影有关的有纪念意义的地方
星光大道,2019-05-0817:04:20,4,景点不去呢，有点浪费，去了也没啥的，看维港风景
星光大道,2019-05-0714:33:16,3,我所看见新修的星光大道名人雕像现在只剩下李小龙这一尊了！
星光大道,2019-04-2614:58:15,5,特意带孩子到这里看看，结果赶上了维修，都遮挡上了。其实香港电影还是挺有特色的，值得一看。
星光大道,2019-04-2310:56:58,5,香港九龙尖沙咀东部的尖沙咀海滨花园，沿新世界中心对出的维多利亚港。仿效好莱坞星光大道，来这里拍照，与自己喜欢的明星的手印拍照的人还是很多的~我觉得白天和晚上的感觉不一样呢，周边也有商场，可以早晚都来看看~~
星光大道,2019-04-2219:18:20,5,为了张国荣过来的。终于找到了！开心的飞起。翻修之后星星都挂起来了，拍照超级方便呢。
星光大道,2019-04-1818:37:00,5,散步绝佳场地，看，他们全都长到栏杆上去了
星光大道,2019-04-1618:28:13,5,那天是阴天，随手一拍，游客照哈尖沙咀必去，就在维多利亚港旁边
星光大道,2019-04-1315:46:18,4,香港影视明星的手印模仿洛杉矶的好莱坞建造
星光大道,2019-04-0817:06:56,4,重建之后去走了走，游客非常多。
星光大道,2019-04-0815:03:26,5,各种香港名人手印还有李小龙像很不错的一个景点很值得一去。
星光大道,2019-03-2611:03:47,4,是位于香港九龙尖沙咀东部的尖沙咀海滨花园，沿新世界中心对出的维多利亚港
星光大道,2019-03-2013:15:07,3,打卡地之一，看看之前的明星再看看现在的小鲜肉，世道完全变了。
星光大道,2019-03-1421:59:38,4,【140605】一次预料之外的跟团行
星光大道,2019-03-1210:52:53,5,猪年碰到可爱的麦兜。与明星手印合影
星光大道,2019-03-1116:24:47,4,就在江畔，很多明星的手印，路过可以看看。
星光大道,2019-03-0416:58:35,3,所以去比手印打卡香港吹下海风路人到香港一游
星光大道,2019-02-2315:11:32,4,在海边的一条步行街，很多明星的手印印在地上，没什么意思。
星光大道,2019-02-2207:21:08,2,喜欢追星的可以看看，我哭的没什么意思
星光大道,2019-02-2201:18:33,4,喜欢电影的人来这里是有情怀的，这里能看到香港电影的发展，金像奖的得奖，记得年前说帝后cp，这里真的被我发现真的有cp上榜的
星光大道,2019-02-2109:23:25,5,星光大道蛮长的，晚上可以去散步，夜景美。
星光大道,2019-02-1816:33:58,3,在维多利亚港边上。老一辈心目中有一定的地位。现有不少地方出现了明星按心印、签名的，这个的特色与娱乐圈的地位也就淡了。对香港娱乐圈黄金时代有点想法的人，可以去看看，拍拍照。否则，不用刻意去了。意思不大。
星光大道,2019-02-1718:20:52,5,挺好的地方，可惜最近在修路，而且修了很长时间了，不知道什么时候会弄好，全新开放
星光大道,2019-02-1715:53:35,4,还不错，值得去看看，有近百个經典巨星的掌印
星光大道,2019-02-1617:27:26,5,从尖沙咀的弥敦道正对着的这里就是星光大道的起点啦。星光大道是尖沙咀这一面靠海的一条滨海长廊，已经封闭重修了好多年了，我们来正好赶上重新开放哦！！！好幸运啊～这个电影女神象征着香港繁荣的电影业。从电影女神开始，往左走就开始游览星光大道啦。这条路除了夜景不错，海边栏杆上也铺满了这样的明星手印。仔细找找，周星驰，洪金宝，李连杰，成龙，王家卫，刘德华……各种名人都能找到。据说总共有400多位，不过很多人我也不熟～再次提醒……海边风大，多加一件衣服……
星光大道,2019-02-1514:58:45,5,上一次去的时候是维护，这次去是看人头。
星光大道,2019-02-1410:18:25,5,仿照好莱坞星光大道，有很多香港明星的手印、脚印和签名，有李小龙的雕像。
星光大道,2019-02-0418:55:41,4,今天去星光大道逛了一下，已经修建好了。
星光大道,2019-01-3116:17:04,3,今天下午开业了，没去，不知道怎么样，感觉挺没意思??
星光大道,2019-01-2821:14:17,4,在这里拍摄维多利亚港夜景一级棒！
星光大道,2019-01-2422:55:29,4,最大变化就是名人手印不在地上了，在海滨栏杆上，再也不用蹲在地上合影了，不过也少了份乐趣吧，【看点】107位名人掌印~
星光大道,2018-12-2613:11:02,5,友情提示：尖沙咀海滨长廊上的星光大道，自2015年以来因整修升级而暂时关闭，预计要到2019年2~3月份才恢复对外开放，所以大家这段时间就没必要跑过去了，免得白跑一趟咯。
星光大道,2018-12-1710:39:13,4,香港星光大道(英语:AvenueofStars)是位于香港九龙尖沙咀东部的尖沙咀海滨花园，沿新世界中心对出的维多利亚港。2003年，由新世界发展有限公司斥资4000万港元赞助兴建，旅游事务署、香港旅发局、康文署及香港电影金像奖协会建造，在2004年4月27日开幕，并移交予香港特别行政区政府，供市民休憩及游客观光。星光大道为表扬香港电影界的杰出人士的特色景点，仿效好莱坞星光大道，杰出电影工作者的芳名与手掌印镶嵌在特制的纪念牌匾，以年代依次排列在星光大道上，目前星光大道可容纳100名电影工作者的纪念牌匾。此外，星光大道也有多尊以电影拍摄情况及香港知名艺人为题材的塑像，供游人拍照留念，是热门的旅游景点。2015年10月8日，星光大道正式关闭，长达三年，实施优化尖沙咀海滨计划，至2018年年底工程完工。
星光大道,2018-12-1512:02:11,3,著名的香港星光大道，正好遇上翻新
星光大道,2018-12-0716:18:09,4,香港的外滩，毕竟是世界三大夜景之一，欣赏一下千万亿打造出的绝美夜景吧
星光大道,2018-12-0514:57:57,5,这里有很多影星及著名导演的手印和签名。。网红打卡地之一。。。
星光大道,2018-12-0423:49:42,3,就是一般般。。。没太多花头的地方
星光大道,2018-12-0213:46:50,5,去星光大道很方便，地铁就可以到达，沿着星光大道的手印走，有香港历来最出名的明星手印，还有李小龙的人物造型等等，附近有星巴克可以坐下来好好喝咖啡休息。
星光大道,2018-11-2623:41:57,4,到尖沙咀本想带着男友星光大道走一圈，结果一出码头，到处挤满了人，香港阿sir排着人墙维持秩序。这一幕似曾相识，和五一夜晚广州海心沙的情景一模一样。
星光大道,2018-11-2416:36:49,2,在修看不到只能周围吹吹风.
星光大道,2018-11-2116:27:37,5,星光大道是香港尖沙咀海岸的一段海滨长廊，位于梳士巴利花园南端至新世界中心之间。香港星光大道整体仿照好莱坞星光大道，为了表扬香港电影界的杰出人士而修建
星光大道,2018-11-2016:34:46,5,没错，星光大道正在装修，远远的拍一张维多利亚港，不知远方是雾是霾，铩羽而归。地上的文字很是文艺小清新。
星光大道,2018-11-2009:57:27,5,星光大道在整修所以在隔壁搞了一个星光广场所有的东西挪到了星光广场
星光大道,2018-11-1812:59:37,4,对于我这个能躺着绝不坐着，能坐着绝不站着的人来说，星光大道全程算是挺长的了，一路上就是欣赏维港景色，看看名人手印～
星光大道,2018-11-0915:17:58,5,好，不赶，高不赶，高不赶，高港澳港，让
星光大道,2019-01-2422:55:29,4,最大变化就是名人手印不在地上了，在海滨栏杆上，再也不用蹲在地上合影了，不过也少了份乐趣吧，【看点】107位名人掌印~
星光大道,2018-12-2613:11:02,5,友情提示：尖沙咀海滨长廊上的星光大道，自2015年以来因整修升级而暂时关闭，预计要到2019年2~3月份才恢复对外开放，所以大家这段时间就没必要跑过去了，免得白跑一趟咯。
星光大道,2018-12-1710:39:13,4,香港星光大道(英语:AvenueofStars)是位于香港九龙尖沙咀东部的尖沙咀海滨花园，沿新世界中心对出的维多利亚港。2003年，由新世界发展有限公司斥资4000万港元赞助兴建，旅游事务署、香港旅发局、康文署及香港电影金像奖协会建造，在2004年4月27日开幕，并移交予香港特别行政区政府，供市民休憩及游客观光。星光大道为表扬香港电影界的杰出人士的特色景点，仿效好莱坞星光大道，杰出电影工作者的芳名与手掌印镶嵌在特制的纪念牌匾，以年代依次排列在星光大道上，目前星光大道可容纳100名电影工作者的纪念牌匾。此外，星光大道也有多尊以电影拍摄情况及香港知名艺人为题材的塑像，供游人拍照留念，是热门的旅游景点。2015年10月8日，星光大道正式关闭，长达三年，实施优化尖沙咀海滨计划，至2018年年底工程完工。
星光大道,2018-12-1512:02:11,3,著名的香港星光大道，正好遇上翻新
星光大道,2018-12-0716:18:09,4,香港的外滩，毕竟是世界三大夜景之一，欣赏一下千万亿打造出的绝美夜景吧
星光大道,2018-12-0514:57:57,5,这里有很多影星及著名导演的手印和签名。。网红打卡地之一。。。
星光大道,2018-12-0423:49:42,3,就是一般般。。。没太多花头的地方
星光大道,2018-12-0213:46:50,5,去星光大道很方便，地铁就可以到达，沿着星光大道的手印走，有香港历来最出名的明星手印，还有李小龙的人物造型等等，附近有星巴克可以坐下来好好喝咖啡休息。
星光大道,2018-11-2623:41:57,4,到尖沙咀本想带着男友星光大道走一圈，结果一出码头，到处挤满了人，香港阿sir排着人墙维持秩序。这一幕似曾相识，和五一夜晚广州海心沙的情景一模一样。
星光大道,2018-11-2416:36:49,2,在修看不到只能周围吹吹风.
星光大道,2018-11-2116:27:37,5,星光大道是香港尖沙咀海岸的一段海滨长廊，位于梳士巴利花园南端至新世界中心之间。香港星光大道整体仿照好莱坞星光大道，为了表扬香港电影界的杰出人士而修建
星光大道,2018-11-2016:34:46,5,没错，星光大道正在装修，远远的拍一张维多利亚港，不知远方是雾是霾，铩羽而归。地上的文字很是文艺小清新。
星光大道,2018-11-2009:57:27,5,星光大道在整修所以在隔壁搞了一个星光广场所有的东西挪到了星光广场
星光大道,2018-11-1812:59:37,4,对于我这个能躺着绝不坐着，能坐着绝不站着的人来说，星光大道全程算是挺长的了，一路上就是欣赏维港景色，看看名人手印～
星光大道,2018-11-0915:17:58,5,好，不赶，高不赶，高不赶，高港澳港，让
星光大道,2019-01-2422:55:29,4,最大变化就是名人手印不在地上了，在海滨栏杆上，再也不用蹲在地上合影了，不过也少了份乐趣吧，【看点】107位名人掌印~
星光大道,2018-12-2613:11:02,5,友情提示：尖沙咀海滨长廊上的星光大道，自2015年以来因整修升级而暂时关闭，预计要到2019年2~3月份才恢复对外开放，所以大家这段时间就没必要跑过去了，免得白跑一趟咯。
星光大道,2018-12-1710:39:13,4,香港星光大道(英语:AvenueofStars)是位于香港九龙尖沙咀东部的尖沙咀海滨花园，沿新世界中心对出的维多利亚港。2003年，由新世界发展有限公司斥资4000万港元赞助兴建，旅游事务署、香港旅发局、康文署及香港电影金像奖协会建造，在2004年4月27日开幕，并移交予香港特别行政区政府，供市民休憩及游客观光。星光大道为表扬香港电影界的杰出人士的特色景点，仿效好莱坞星光大道，杰出电影工作者的芳名与手掌印镶嵌在特制的纪念牌匾，以年代依次排列在星光大道上，目前星光大道可容纳100名电影工作者的纪念牌匾。此外，星光大道也有多尊以电影拍摄情况及香港知名艺人为题材的塑像，供游人拍照留念，是热门的旅游景点。2015年10月8日，星光大道正式关闭，长达三年，实施优化尖沙咀海滨计划，至2018年年底工程完工。
星光大道,2018-12-1512:02:11,3,著名的香港星光大道，正好遇上翻新
星光大道,2018-12-0716:18:09,4,香港的外滩，毕竟是世界三大夜景之一，欣赏一下千万亿打造出的绝美夜景吧
星光大道,2018-12-0514:57:57,5,这里有很多影星及著名导演的手印和签名。。网红打卡地之一。。。
星光大道,2018-12-0423:49:42,3,就是一般般。。。没太多花头的地方
星光大道,2018-12-0213:46:50,5,去星光大道很方便，地铁就可以到达，沿着星光大道的手印走，有香港历来最出名的明星手印，还有李小龙的人物造型等等，附近有星巴克可以坐下来好好喝咖啡休息。
星光大道,2018-11-2623:41:57,4,到尖沙咀本想带着男友星光大道走一圈，结果一出码头，到处挤满了人，香港阿sir排着人墙维持秩序。这一幕似曾相识，和五一夜晚广州海心沙的情景一模一样。
星光大道,2018-11-2416:36:49,2,在修看不到只能周围吹吹风.
星光大道,2018-11-2116:27:37,5,星光大道是香港尖沙咀海岸的一段海滨长廊，位于梳士巴利花园南端至新世界中心之间。香港星光大道整体仿照好莱坞星光大道，为了表扬香港电影界的杰出人士而修建
星光大道,2018-11-2016:34:46,5,没错，星光大道正在装修，远远的拍一张维多利亚港，不知远方是雾是霾，铩羽而归。地上的文字很是文艺小清新。
星光大道,2018-11-2009:57:27,5,星光大道在整修所以在隔壁搞了一个星光广场所有的东西挪到了星光广场
星光大道,2018-11-1812:59:37,4,对于我这个能躺着绝不坐着，能坐着绝不站着的人来说，星光大道全程算是挺长的了，一路上就是欣赏维港景色，看看名人手印～
星光大道,2018-11-0915:17:58,5,好，不赶，高不赶，高不赶，高港澳港，让
星光大道,2019-01-2422:55:29,4,最大变化就是名人手印不在地上了，在海滨栏杆上，再也不用蹲在地上合影了，不过也少了份乐趣吧，【看点】107位名人掌印~
星光大道,2018-12-2613:11:02,5,友情提示：尖沙咀海滨长廊上的星光大道，自2015年以来因整修升级而暂时关闭，预计要到2019年2~3月份才恢复对外开放，所以大家这段时间就没必要跑过去了，免得白跑一趟咯。
星光大道,2018-12-1710:39:13,4,香港星光大道(英语:AvenueofStars)是位于香港九龙尖沙咀东部的尖沙咀海滨花园，沿新世界中心对出的维多利亚港。2003年，由新世界发展有限公司斥资4000万港元赞助兴建，旅游事务署、香港旅发局、康文署及香港电影金像奖协会建造，在2004年4月27日开幕，并移交予香港特别行政区政府，供市民休憩及游客观光。星光大道为表扬香港电影界的杰出人士的特色景点，仿效好莱坞星光大道，杰出电影工作者的芳名与手掌印镶嵌在特制的纪念牌匾，以年代依次排列在星光大道上，目前星光大道可容纳100名电影工作者的纪念牌匾。此外，星光大道也有多尊以电影拍摄情况及香港知名艺人为题材的塑像，供游人拍照留念，是热门的旅游景点。2015年10月8日，星光大道正式关闭，长达三年，实施优化尖沙咀海滨计划，至2018年年底工程完工。
星光大道,2018-12-1512:02:11,3,著名的香港星光大道，正好遇上翻新
星光大道,2018-12-0716:18:09,4,香港的外滩，毕竟是世界三大夜景之一，欣赏一下千万亿打造出的绝美夜景吧
星光大道,2018-12-0514:57:57,5,这里有很多影星及著名导演的手印和签名。。网红打卡地之一。。。
星光大道,2018-12-0423:49:42,3,就是一般般。。。没太多花头的地方
星光大道,2018-12-0213:46:50,5,去星光大道很方便，地铁就可以到达，沿着星光大道的手印走，有香港历来最出名的明星手印，还有李小龙的人物造型等等，附近有星巴克可以坐下来好好喝咖啡休息。
星光大道,2018-11-2623:41:57,4,到尖沙咀本想带着男友星光大道走一圈，结果一出码头，到处挤满了人，香港阿sir排着人墙维持秩序。这一幕似曾相识，和五一夜晚广州海心沙的情景一模一样。
星光大道,2018-11-2416:36:49,2,在修看不到只能周围吹吹风.
星光大道,2018-11-2116:27:37,5,星光大道是香港尖沙咀海岸的一段海滨长廊，位于梳士巴利花园南端至新世界中心之间。香港星光大道整体仿照好莱坞星光大道，为了表扬香港电影界的杰出人士而修建
星光大道,2018-11-2016:34:46,5,没错，星光大道正在装修，远远的拍一张维多利亚港，不知远方是雾是霾，铩羽而归。地上的文字很是文艺小清新。
星光大道,2018-11-2009:57:27,5,星光大道在整修所以在隔壁搞了一个星光广场所有的东西挪到了星光广场
星光大道,2018-11-1812:59:37,4,对于我这个能躺着绝不坐着，能坐着绝不站着的人来说，星光大道全程算是挺长的了，一路上就是欣赏维港景色，看看名人手印～
星光大道,2018-11-0915:17:58,5,好，不赶，高不赶，高不赶，高港澳港，让
星光大道,2019-01-2422:55:29,4,最大变化就是名人手印不在地上了，在海滨栏杆上，再也不用蹲在地上合影了，不过也少了份乐趣吧，【看点】107位名人掌印~
星光大道,2018-12-2613:11:02,5,友情提示：尖沙咀海滨长廊上的星光大道，自2015年以来因整修升级而暂时关闭，预计要到2019年2~3月份才恢复对外开放，所以大家这段时间就没必要跑过去了，免得白跑一趟咯。
星光大道,2018-12-1710:39:13,4,香港星光大道(英语:AvenueofStars)是位于香港九龙尖沙咀东部的尖沙咀海滨花园，沿新世界中心对出的维多利亚港。2003年，由新世界发展有限公司斥资4000万港元赞助兴建，旅游事务署、香港旅发局、康文署及香港电影金像奖协会建造，在2004年4月27日开幕，并移交予香港特别行政区政府，供市民休憩及游客观光。星光大道为表扬香港电影界的杰出人士的特色景点，仿效好莱坞星光大道，杰出电影工作者的芳名与手掌印镶嵌在特制的纪念牌匾，以年代依次排列在星光大道上，目前星光大道可容纳100名电影工作者的纪念牌匾。此外，星光大道也有多尊以电影拍摄情况及香港知名艺人为题材的塑像，供游人拍照留念，是热门的旅游景点。2015年10月8日，星光大道正式关闭，长达三年，实施优化尖沙咀海滨计划，至2018年年底工程完工。
星光大道,2018-12-1512:02:11,3,著名的香港星光大道，正好遇上翻新
星光大道,2018-12-0716:18:09,4,香港的外滩，毕竟是世界三大夜景之一，欣赏一下千万亿打造出的绝美夜景吧
星光大道,2018-12-0514:57:57,5,这里有很多影星及著名导演的手印和签名。。网红打卡地之一。。。
星光大道,2018-12-0423:49:42,3,就是一般般。。。没太多花头的地方
星光大道,2018-12-0213:46:50,5,去星光大道很方便，地铁就可以到达，沿着星光大道的手印走，有香港历来最出名的明星手印，还有李小龙的人物造型等等，附近有星巴克可以坐下来好好喝咖啡休息。
星光大道,2018-11-2623:41:57,4,到尖沙咀本想带着男友星光大道走一圈，结果一出码头，到处挤满了人，香港阿sir排着人墙维持秩序。这一幕似曾相识，和五一夜晚广州海心沙的情景一模一样。
星光大道,2018-11-2416:36:49,2,在修看不到只能周围吹吹风.
星光大道,2018-11-2116:27:37,5,星光大道是香港尖沙咀海岸的一段海滨长廊，位于梳士巴利花园南端至新世界中心之间。香港星光大道整体仿照好莱坞星光大道，为了表扬香港电影界的杰出人士而修建
星光大道,2018-11-2016:34:46,5,没错，星光大道正在装修，远远的拍一张维多利亚港，不知远方是雾是霾，铩羽而归。地上的文字很是文艺小清新。
星光大道,2018-11-2009:57:27,5,星光大道在整修所以在隔壁搞了一个星光广场所有的东西挪到了星光广场
星光大道,2018-11-1812:59:37,4,对于我这个能躺着绝不坐着，能坐着绝不站着的人来说，星光大道全程算是挺长的了，一路上就是欣赏维港景色，看看名人手印～
星光大道,2018-11-0915:17:58,5,好，不赶，高不赶，高不赶，高港澳港，让
星光大道,2019-01-2422:55:29,4,最大变化就是名人手印不在地上了，在海滨栏杆上，再也不用蹲在地上合影了，不过也少了份乐趣吧，【看点】107位名人掌印~
星光大道,2018-12-2613:11:02,5,友情提示：尖沙咀海滨长廊上的星光大道，自2015年以来因整修升级而暂时关闭，预计要到2019年2~3月份才恢复对外开放，所以大家这段时间就没必要跑过去了，免得白跑一趟咯。
星光大道,2018-12-1710:39:13,4,香港星光大道(英语:AvenueofStars)是位于香港九龙尖沙咀东部的尖沙咀海滨花园，沿新世界中心对出的维多利亚港。2003年，由新世界发展有限公司斥资4000万港元赞助兴建，旅游事务署、香港旅发局、康文署及香港电影金像奖协会建造，在2004年4月27日开幕，并移交予香港特别行政区政府，供市民休憩及游客观光。星光大道为表扬香港电影界的杰出人士的特色景点，仿效好莱坞星光大道，杰出电影工作者的芳名与手掌印镶嵌在特制的纪念牌匾，以年代依次排列在星光大道上，目前星光大道可容纳100名电影工作者的纪念牌匾。此外，星光大道也有多尊以电影拍摄情况及香港知名艺人为题材的塑像，供游人拍照留念，是热门的旅游景点。2015年10月8日，星光大道正式关闭，长达三年，实施优化尖沙咀海滨计划，至2018年年底工程完工。
星光大道,2018-12-1512:02:11,3,著名的香港星光大道，正好遇上翻新
